Czas	Masa[g]
2026-01-13 13:46:42.344560	85.000
2026-01-13 13:46:42.420787	78.000
2026-01-13 13:46:42.482488	47.000
2026-01-13 13:46:42.543305	39.000
2026-01-13 13:46:42.604526	21.000
2026-01-13 13:46:42.666020	86.000
2026-01-13 13:46:42.728514	3.000
2026-01-13 13:46:42.800975	12.000
2026-01-13 13:46:42.851939	82.000
2026-01-13 13:46:42.920916	32.000
2026-01-13 13:46:42.985633	59.000
2026-01-13 13:46:43.036726	10.000
2026-01-13 13:46:43.104805	60.000
2026-01-13 13:46:43.166472	40.000
2026-01-13 13:46:43.227989	7.000
2026-01-13 13:46:43.290344	40.000
2026-01-13 13:46:43.351410	7.000
2026-01-13 13:46:43.412635	24.000
2026-01-13 13:46:43.474359	63.000
2026-01-13 13:46:43.545696	90.000
2026-01-13 13:46:43.605497	53.000
2026-01-13 13:46:43.667495	26.000
2026-01-13 13:46:43.729948	7.000
2026-01-13 13:46:43.792831	5.000
2026-01-13 13:46:43.852619	19.000
2026-01-13 13:46:43.913767	35.000
2026-01-13 13:46:43.975733	32.000
2026-01-13 13:46:44.043836	84.000
2026-01-13 13:46:44.105697	40.000
2026-01-13 13:46:44.167697	61.000
2026-01-13 13:46:44.228993	34.000
2026-01-13 13:46:44.289294	6.000
2026-01-13 13:46:44.351833	69.000
2026-01-13 13:46:44.414268	7.000
2026-01-13 13:46:44.476637	98.000
2026-01-13 13:46:44.539037	82.000
2026-01-13 13:46:44.601644	39.000
2026-01-13 13:46:44.663150	14.000
2026-01-13 13:46:44.725519	36.000
2026-01-13 13:46:44.786846	86.000
2026-01-13 13:46:44.848804	84.000
2026-01-13 13:46:44.920782	91.000
2026-01-13 13:46:44.976421	85.000
2026-01-13 13:46:45.040465	7.000
2026-01-13 13:46:45.102834	54.000
2026-01-13 13:46:45.234232	27.000
2026-01-13 13:46:45.290256	59.000
2026-01-13 13:46:45.351565	69.000
2026-01-13 13:46:45.413962	6.000
2026-01-13 13:46:45.476895	60.000
2026-01-13 13:46:45.536260	83.000
2026-01-13 13:46:45.608704	28.000
2026-01-13 13:46:45.670700	17.000
2026-01-13 13:46:45.733830	62.000
2026-01-13 13:46:45.795607	10.000
2026-01-13 13:46:45.857956	34.000
2026-01-13 13:46:45.919463	63.000
2026-01-13 13:46:45.975908	47.000
2026-01-13 13:46:46.040969	15.000
2026-01-13 13:46:46.102426	30.000
2026-01-13 13:46:46.164470	15.000
2026-01-13 13:46:46.227923	62.000
2026-01-13 13:46:46.289374	80.000
2026-01-13 13:46:46.351117	26.000
2026-01-13 13:46:46.412564	17.000
2026-01-13 13:46:46.474485	20.000
2026-01-13 13:46:46.536648	27.000
2026-01-13 13:46:46.599521	6.000
2026-01-13 13:46:46.662044	71.000
2026-01-13 13:46:46.724583	41.000
2026-01-13 13:46:46.798065	17.000
2026-01-13 13:46:46.858550	37.000
2026-01-13 13:46:46.920284	10.000
2026-01-13 13:46:46.981923	12.000
2026-01-13 13:46:47.043706	83.000
2026-01-13 13:46:47.106226	66.000
2026-01-13 13:46:47.168948	65.000
2026-01-13 13:46:47.231826	84.000
2026-01-13 13:46:47.293402	28.000
2026-01-13 13:46:47.355520	92.000
2026-01-13 13:46:47.415911	71.000
2026-01-13 13:46:47.477426	4.000
