Czas	Masa[g]
2026-01-13 08:24:26.683235	0.000
2026-01-13 08:24:26.708066	0.000
2026-01-13 08:24:26.773655	0.000
2026-01-13 08:24:26.831469	0.000
2026-01-13 08:24:26.908373	0.000
2026-01-13 08:24:26.974982	0.000
2026-01-13 08:24:27.041616	0.000
2026-01-13 08:24:27.099206	0.000
2026-01-13 08:24:27.158449	0.000
2026-01-13 08:24:27.224609	0.000
2026-01-13 08:24:27.289326	0.000
2026-01-13 08:24:27.351734	0.000
2026-01-13 08:24:27.413340	0.000
2026-01-13 08:24:27.475065	0.000
2026-01-13 08:24:27.536548	0.000
2026-01-13 08:24:27.597529	0.000
2026-01-13 08:24:27.659010	0.000
2026-01-13 08:24:27.731663	0.000
2026-01-13 08:24:27.792679	0.000
2026-01-13 08:24:27.854938	0.000
2026-01-13 08:24:27.917084	0.000
2026-01-13 08:24:27.978688	0.000
2026-01-13 08:24:28.041187	0.000
2026-01-13 08:24:28.102910	0.000
2026-01-13 08:24:28.164966	0.000
2026-01-13 08:24:28.226796	0.000
2026-01-13 08:24:28.289259	0.000
2026-01-13 08:24:28.352188	0.000
2026-01-13 08:24:28.414312	0.000
2026-01-13 08:24:28.475824	0.000
2026-01-13 08:24:28.537667	0.000
2026-01-13 08:24:28.599456	0.000
2026-01-13 08:24:28.661671	0.000
2026-01-13 08:24:28.723870	0.000
2026-01-13 08:24:28.785532	0.000
2026-01-13 08:24:28.846866	0.000
2026-01-13 08:24:28.908716	0.000
2026-01-13 08:24:28.981180	0.000
2026-01-13 08:24:29.043503	0.000
2026-01-13 08:24:29.104386	0.000
2026-01-13 08:24:29.165829	0.000
2026-01-13 08:24:29.226846	0.000
2026-01-13 08:24:29.288885	0.000
2026-01-13 08:24:29.350733	0.000
2026-01-13 08:24:29.412486	0.000
2026-01-13 08:24:29.474647	0.000
2026-01-13 08:24:29.536771	0.000
2026-01-13 08:24:29.608495	0.000
2026-01-13 08:24:29.660272	0.000
2026-01-13 08:24:29.722678	0.000
2026-01-13 08:24:29.784444	0.000
2026-01-13 08:24:29.846771	0.000
2026-01-13 08:24:29.908794	0.000
2026-01-13 08:24:29.981182	0.000
2026-01-13 08:24:30.043677	0.000
2026-01-13 08:24:30.105291	0.000
2026-01-13 08:24:30.166774	0.000
2026-01-13 08:24:30.228776	0.000
2026-01-13 08:24:30.290676	0.000
2026-01-13 08:24:30.353214	0.000
2026-01-13 08:24:30.414970	0.000
2026-01-13 08:24:30.476897	0.000
2026-01-13 08:24:30.539029	0.000
