Czas	Masa[g]
2026-01-13 13:53:34.849308	34.000
2026-01-13 13:53:34.897957	75.000
2026-01-13 13:53:34.964866	91.000
2026-01-13 13:53:35.023420	89.000
2026-01-13 13:53:35.089151	11.000
2026-01-13 13:53:35.154164	72.000
2026-01-13 13:53:35.210567	45.000
2026-01-13 13:53:35.278620	64.000
2026-01-13 13:53:35.340470	5.000
2026-01-13 13:53:35.402568	48.000
2026-01-13 13:53:35.463647	32.000
2026-01-13 13:53:35.525835	59.000
2026-01-13 13:53:35.587740	76.000
2026-01-13 13:53:35.649035	80.000
2026-01-13 13:53:35.711253	33.000
2026-01-13 13:53:35.785879	42.000
2026-01-13 13:53:35.843736	92.000
2026-01-13 13:53:35.897942	17.000
2026-01-13 13:53:35.963967	79.000
2026-01-13 13:53:36.026650	41.000
2026-01-13 13:53:36.086044	92.000
2026-01-13 13:53:36.155419	66.000
2026-01-13 13:53:36.211031	17.000
2026-01-13 13:53:36.276887	87.000
2026-01-13 13:53:36.341803	89.000
2026-01-13 13:53:36.484407	10.000
