Czas	Masa[g]
2026-01-13 14:00:37.260490	57.000
2026-01-13 14:00:37.357391	41.000
2026-01-13 14:00:37.414340	8.000
2026-01-13 14:00:37.486523	37.000
2026-01-13 14:00:37.537658	76.000
2026-01-13 14:00:37.600696	18.000
2026-01-13 14:00:37.670275	11.000
2026-01-13 14:00:37.728074	22.000
2026-01-13 14:00:37.789874	47.000
2026-01-13 14:00:37.856326	55.000
2026-01-13 14:00:37.914347	34.000
2026-01-13 14:00:37.981233	41.000
2026-01-13 14:00:38.043023	45.000
2026-01-13 14:00:38.103691	45.000
2026-01-13 14:00:38.161805	2.000
2026-01-13 14:00:38.227925	29.000
2026-01-13 14:00:38.288616	7.000
2026-01-13 14:00:38.357144	96.000
2026-01-13 14:00:38.414516	73.000
2026-01-13 14:00:38.480521	98.000
2026-01-13 14:00:38.537935	70.000
2026-01-13 14:00:38.613421	71.000
2026-01-13 14:00:38.666353	89.000
2026-01-13 14:00:38.738192	52.000
2026-01-13 14:00:38.796542	76.000
2026-01-13 14:00:38.853633	19.000
2026-01-13 14:00:38.914760	1.000
2026-01-13 14:00:38.984596	28.000
2026-01-13 14:00:39.040899	84.000
2026-01-13 14:00:39.098899	51.000
2026-01-13 14:00:39.163591	86.000
2026-01-13 14:00:39.225903	5.000
2026-01-13 14:00:39.296881	93.000
2026-01-13 14:00:39.349329	20.000
2026-01-13 14:00:39.420681	46.000
2026-01-13 14:00:39.484289	79.000
2026-01-13 14:00:39.539969	27.000
2026-01-13 14:00:39.603770	56.000
2026-01-13 14:00:39.662290	86.000
2026-01-13 14:00:39.724821	45.000
2026-01-13 14:00:39.791361	28.000
2026-01-13 14:00:39.853530	45.000
2026-01-13 14:00:39.913333	81.000
2026-01-13 14:00:40.045386	40.000
2026-01-13 14:00:40.102328	58.000
2026-01-13 14:00:40.162221	72.000
2026-01-13 14:00:40.226911	26.000
2026-01-13 14:00:40.293086	26.000
2026-01-13 14:00:40.354893	47.000
2026-01-13 14:00:40.419345	15.000
2026-01-13 14:00:40.485308	47.000
2026-01-13 14:00:40.538095	78.000
2026-01-13 14:00:40.600903	6.000
2026-01-13 14:00:40.670550	87.000
2026-01-13 14:00:40.725254	75.000
2026-01-13 14:00:40.786465	47.000
2026-01-13 14:00:40.852885	82.000
2026-01-13 14:00:40.911951	36.000
2026-01-13 14:00:40.984093	94.000
2026-01-13 14:00:41.038809	1.000
2026-01-13 14:00:41.103234	79.000
2026-01-13 14:00:41.165918	66.000
2026-01-13 14:00:41.230556	60.000
2026-01-13 14:00:41.296952	55.000
2026-01-13 14:00:41.353485	3.000
2026-01-13 14:00:41.413638	13.000
2026-01-13 14:00:41.486048	87.000
2026-01-13 14:00:41.539189	7.000
2026-01-13 14:00:41.603598	26.000
2026-01-13 14:00:41.668390	69.000
2026-01-13 14:00:41.738953	1.000
2026-01-13 14:00:41.790928	23.000
2026-01-13 14:00:41.853288	45.000
2026-01-13 14:00:41.913401	80.000
2026-01-13 14:00:41.976550	15.000
2026-01-13 14:00:42.039000	68.000
2026-01-13 14:00:42.102882	63.000
2026-01-13 14:00:42.162307	78.000
2026-01-13 14:00:42.233172	82.000
2026-01-13 14:00:42.289332	80.000
2026-01-13 14:00:42.353234	2.000
2026-01-13 14:00:42.413390	59.000
2026-01-13 14:00:42.484808	24.000
2026-01-13 14:00:42.547208	42.000
2026-01-13 14:00:42.601848	94.000
2026-01-13 14:00:42.664059	34.000
2026-01-13 14:00:42.728862	91.000
2026-01-13 14:00:42.791698	32.000
2026-01-13 14:00:42.853197	35.000
2026-01-13 14:00:42.911883	21.000
2026-01-13 14:00:43.036226	66.000
2026-01-13 14:00:43.039776	70.000
2026-01-13 14:00:43.103225	44.000
2026-01-13 14:00:43.163389	7.000
2026-01-13 14:00:43.228935	30.000
2026-01-13 14:00:43.293255	2.000
2026-01-13 14:00:43.355407	38.000
2026-01-13 14:00:43.416332	88.000
2026-01-13 14:00:43.475381	48.000
2026-01-13 14:00:43.539187	15.000
2026-01-13 14:00:43.603036	77.000
2026-01-13 14:00:43.664187	24.000
2026-01-13 14:00:43.727032	6.000
2026-01-13 14:00:43.793478	38.000
2026-01-13 14:00:43.849502	80.000
2026-01-13 14:00:43.911812	7.000
2026-01-13 14:00:43.979759	44.000
2026-01-13 14:00:44.036350	54.000
2026-01-13 14:00:44.104399	75.000
2026-01-13 14:00:44.166051	39.000
2026-01-13 14:00:44.229233	3.000
2026-01-13 14:00:44.293358	14.000
2026-01-13 14:00:44.365418	29.000
2026-01-13 14:00:44.418498	41.000
2026-01-13 14:00:44.483352	15.000
2026-01-13 14:00:44.536786	58.000
2026-01-13 14:00:44.599956	84.000
2026-01-13 14:00:44.661756	97.000
2026-01-13 14:00:44.732027	72.000
2026-01-13 14:00:44.793920	35.000
2026-01-13 14:00:44.849817	65.000
2026-01-13 14:00:44.915322	26.000
2026-01-13 14:00:44.979442	42.000
2026-01-13 14:00:45.042361	8.000
2026-01-13 14:00:45.106188	98.000
2026-01-13 14:00:45.167291	42.000
2026-01-13 14:00:45.224375	14.000
2026-01-13 14:00:45.286385	72.000
2026-01-13 14:00:45.357350	17.000
2026-01-13 14:00:45.418548	37.000
2026-01-13 14:00:45.478130	63.000
2026-01-13 14:00:45.536332	19.000
2026-01-13 14:00:45.602048	93.000
2026-01-13 14:00:45.669966	60.000
2026-01-13 14:00:45.730277	12.000
2026-01-13 14:00:45.792119	23.000
2026-01-13 14:00:45.861184	24.000
2026-01-13 14:00:45.915295	3.000
2026-01-13 14:00:49.039285	38.000
2026-01-13 14:00:49.055702	40.000
2026-01-13 14:00:49.116003	61.000
2026-01-13 14:00:49.178201	46.000
2026-01-13 14:00:49.248905	91.000
2026-01-13 14:00:49.303449	48.000
2026-01-13 14:00:49.373911	59.000
2026-01-13 14:00:49.428654	33.000
2026-01-13 14:00:49.498901	22.000
2026-01-13 14:00:49.553447	80.000
2026-01-13 14:00:49.616162	1.000
2026-01-13 14:00:49.686777	78.000
2026-01-13 14:00:49.749761	47.000
2026-01-13 14:00:49.818288	35.000
2026-01-13 14:00:49.896561	85.000
2026-01-13 14:00:49.958938	69.000
2026-01-13 14:00:50.036404	85.000
2026-01-13 14:00:50.102248	94.000
2026-01-13 14:00:50.169906	53.000
2026-01-13 14:00:50.234012	28.000
2026-01-13 14:00:50.289624	3.000
2026-01-13 14:00:50.352135	16.000
2026-01-13 14:00:50.413043	98.000
2026-01-13 14:00:50.492138	30.000
2026-01-13 14:00:50.555986	83.000
2026-01-13 14:00:50.618336	12.000
2026-01-13 14:00:50.678864	20.000
2026-01-13 14:00:50.746369	18.000
2026-01-13 14:00:50.811448	82.000
2026-01-13 14:00:50.882255	25.000
2026-01-13 14:00:50.944283	3.000
2026-01-13 14:00:51.005197	16.000
2026-01-13 14:00:51.082555	77.000
2026-01-13 14:00:51.135232	57.000
2026-01-13 14:00:51.200287	80.000
2026-01-13 14:00:51.269558	4.000
2026-01-13 14:00:51.330697	19.000
2026-01-13 14:00:51.383243	1.000
2026-01-13 14:00:51.446653	41.000
2026-01-13 14:00:51.513930	92.000
2026-01-13 14:00:51.577376	41.000
2026-01-13 14:00:51.639110	76.000
2026-01-13 14:00:51.702908	86.000
2026-01-13 14:00:51.769774	53.000
2026-01-13 14:00:51.832485	89.000
2026-01-13 14:00:51.888426	50.000
2026-01-13 14:00:51.951066	76.000
2026-01-13 14:00:52.042062	18.000
2026-01-13 14:00:52.080668	6.000
2026-01-13 14:00:52.134057	98.000
2026-01-13 14:00:52.198575	60.000
2026-01-13 14:00:52.256103	73.000
2026-01-13 14:00:52.319750	11.000
2026-01-13 14:00:52.386297	76.000
2026-01-13 14:00:52.442825	96.000
2026-01-13 14:00:52.512944	92.000
2026-01-13 14:00:52.583286	55.000
2026-01-13 14:00:52.646799	73.000
2026-01-13 14:00:52.724101	6.000
2026-01-13 14:00:52.795226	41.000
2026-01-13 14:00:52.856950	7.000
2026-01-13 14:00:52.914297	4.000
2026-01-13 14:00:52.978229	78.000
2026-01-13 14:00:53.042563	87.000
2026-01-13 14:00:53.104700	68.000
2026-01-13 14:00:53.167401	4.000
2026-01-13 14:00:53.236951	28.000
2026-01-13 14:00:53.291424	42.000
2026-01-13 14:00:53.361720	58.000
2026-01-13 14:00:53.412931	51.000
2026-01-13 14:00:53.483511	17.000
2026-01-13 14:00:53.536726	80.000
2026-01-13 14:00:53.601080	31.000
2026-01-13 14:00:53.669963	47.000
2026-01-13 14:00:53.733834	94.000
2026-01-13 14:00:53.796237	89.000
2026-01-13 14:00:53.848682	12.000
2026-01-13 14:00:53.916482	77.000
2026-01-13 14:00:53.979380	4.000
2026-01-13 14:00:54.042182	72.000
2026-01-13 14:00:54.104870	88.000
2026-01-13 14:00:54.175918	58.000
2026-01-13 14:00:54.226611	85.000
2026-01-13 14:00:54.290838	73.000
2026-01-13 14:00:54.354150	66.000
2026-01-13 14:00:54.415903	29.000
2026-01-13 14:00:54.478518	77.000
2026-01-13 14:00:54.541342	55.000
2026-01-13 14:00:54.608355	16.000
2026-01-13 14:00:54.669416	50.000
2026-01-13 14:00:54.724333	16.000
2026-01-13 14:00:54.788653	9.000
2026-01-13 14:00:54.849557	74.000
2026-01-13 14:00:54.919177	19.000
2026-01-13 14:00:54.978012	31.000
