Czas	Masa[g]
2026-01-13 13:05:25.326466	38.000
2026-01-13 13:05:25.372335	91.000
2026-01-13 13:05:25.440732	84.000
2026-01-13 13:05:25.493380	6.000
2026-01-13 13:05:25.556159	30.000
2026-01-13 13:05:25.619860	80.000
2026-01-13 13:05:25.678373	91.000
2026-01-13 13:05:25.750154	67.000
2026-01-13 13:05:25.809318	75.000
2026-01-13 13:05:25.867267	30.000
2026-01-13 13:05:25.927815	96.000
2026-01-13 13:05:25.989562	32.000
2026-01-13 13:05:26.061532	1.000
2026-01-13 13:05:26.131425	6.000
2026-01-13 13:05:26.179443	81.000
2026-01-13 13:05:26.246258	92.000
2026-01-13 13:05:26.308533	51.000
2026-01-13 13:05:26.368343	89.000
2026-01-13 13:05:26.428417	85.000
2026-01-13 13:05:26.489692	27.000
2026-01-13 13:05:26.552979	62.000
2026-01-13 13:05:26.615308	90.000
2026-01-13 13:05:26.682072	28.000
2026-01-13 13:05:26.749898	4.000
2026-01-13 13:05:26.811283	96.000
2026-01-13 13:05:26.875086	21.000
2026-01-13 13:05:26.928955	57.000
2026-01-13 13:05:26.990758	52.000
2026-01-13 13:05:27.056969	59.000
2026-01-13 13:05:27.119438	67.000
2026-01-13 13:05:27.189060	14.000
2026-01-13 13:05:27.240489	14.000
2026-01-13 13:05:27.303000	63.000
2026-01-13 13:05:27.376104	80.000
2026-01-13 13:05:27.436414	97.000
2026-01-13 13:05:27.506765	30.000
2026-01-13 13:05:27.570847	23.000
2026-01-13 13:05:27.633408	82.000
2026-01-13 13:05:27.696643	53.000
2026-01-13 13:05:27.758469	66.000
2026-01-13 13:05:27.820187	10.000
2026-01-13 13:05:27.882462	14.000
2026-01-13 13:05:27.945256	84.000
2026-01-13 13:05:28.007161	94.000
2026-01-13 13:05:28.069531	38.000
2026-01-13 13:05:28.179763	19.000
2026-01-13 13:05:28.194782	52.000
2026-01-13 13:05:28.257055	82.000
2026-01-13 13:05:28.319803	85.000
2026-01-13 13:05:28.385945	10.000
2026-01-13 13:05:28.449752	55.000
2026-01-13 13:05:28.511517	92.000
2026-01-13 13:05:28.573165	31.000
2026-01-13 13:05:28.634452	32.000
2026-01-13 13:05:28.695474	90.000
2026-01-13 13:05:28.759746	78.000
2026-01-13 13:05:28.822112	90.000
2026-01-13 13:05:28.884170	71.000
2026-01-13 13:05:28.945562	52.000
2026-01-13 13:05:29.005549	87.000
2026-01-13 13:05:29.067936	47.000
2026-01-13 13:05:29.139369	7.000
2026-01-13 13:05:29.201409	74.000
2026-01-13 13:05:29.262130	88.000
2026-01-13 13:05:29.323763	91.000
2026-01-13 13:05:29.384234	49.000
2026-01-13 13:05:29.446793	20.000
2026-01-13 13:05:29.518392	93.000
2026-01-13 13:05:29.571352	82.000
2026-01-13 13:05:29.631365	77.000
2026-01-13 13:05:29.694202	51.000
2026-01-13 13:05:29.755712	33.000
2026-01-13 13:05:29.817684	59.000
2026-01-13 13:05:29.890430	60.000
2026-01-13 13:05:29.953610	55.000
2026-01-13 13:05:30.005167	33.000
2026-01-13 13:05:30.078177	90.000
2026-01-13 13:05:30.140140	39.000
2026-01-13 13:05:30.192491	51.000
2026-01-13 13:05:30.265374	45.000
2026-01-13 13:05:30.327583	28.000
2026-01-13 13:05:30.394450	5.000
2026-01-13 13:05:30.450976	49.000
2026-01-13 13:05:30.512395	24.000
2026-01-13 13:05:30.573170	2.000
2026-01-13 13:05:30.634315	71.000
2026-01-13 13:05:30.696445	57.000
2026-01-13 13:05:30.758535	23.000
2026-01-13 13:05:30.821159	41.000
2026-01-13 13:05:30.884348	99.000
2026-01-13 13:05:30.946542	37.000
2026-01-13 13:05:31.008283	74.000
2026-01-13 13:05:31.070308	91.000
2026-01-13 13:05:31.185117	79.000
2026-01-13 13:05:31.194831	72.000
2026-01-13 13:05:31.257929	89.000
2026-01-13 13:05:31.320820	10.000
2026-01-13 13:05:31.391677	55.000
2026-01-13 13:05:31.443202	17.000
2026-01-13 13:05:31.505081	20.000
2026-01-13 13:05:31.576485	71.000
2026-01-13 13:05:31.638292	8.000
2026-01-13 13:05:31.701335	93.000
2026-01-13 13:05:31.755180	86.000
2026-01-13 13:05:31.826108	17.000
2026-01-13 13:05:31.882619	15.000
2026-01-13 13:05:31.949558	67.000
2026-01-13 13:05:32.012205	63.000
2026-01-13 13:05:32.074369	92.000
2026-01-13 13:05:32.134872	74.000
2026-01-13 13:05:32.196521	35.000
2026-01-13 13:05:32.259533	87.000
2026-01-13 13:05:32.321958	12.000
2026-01-13 13:05:32.387670	4.000
2026-01-13 13:05:32.444280	48.000
2026-01-13 13:05:32.508152	32.000
2026-01-13 13:05:32.570184	23.000
2026-01-13 13:05:32.631414	47.000
2026-01-13 13:05:32.693505	28.000
2026-01-13 13:05:32.755587	38.000
2026-01-13 13:05:32.817747	45.000
2026-01-13 13:05:32.890473	28.000
2026-01-13 13:05:32.952180	18.000
2026-01-13 13:05:33.014469	40.000
2026-01-13 13:05:33.076341	4.000
2026-01-13 13:05:33.130114	18.000
2026-01-13 13:05:33.201454	1.000
2026-01-13 13:05:33.264202	55.000
2026-01-13 13:05:33.326802	15.000
2026-01-13 13:05:33.388636	60.000
2026-01-13 13:05:33.447850	14.000
2026-01-13 13:05:33.509761	37.000
2026-01-13 13:05:33.571254	14.000
2026-01-13 13:05:33.632455	81.000
2026-01-13 13:05:33.694883	85.000
2026-01-13 13:05:33.757012	38.000
2026-01-13 13:05:33.819961	20.000
2026-01-13 13:05:33.882080	15.000
2026-01-13 13:05:33.943188	31.000
2026-01-13 13:05:34.016084	57.000
2026-01-13 13:05:34.067796	71.000
2026-01-13 13:05:34.170872	33.000
2026-01-13 13:05:34.202368	16.000
