Czas	Masa[g]
2026-01-13 13:52:59.522065	15.000
2026-01-13 13:52:59.606581	79.000
2026-01-13 13:52:59.667586	62.000
2026-01-13 13:52:59.729651	88.000
2026-01-13 13:52:59.791447	58.000
2026-01-13 13:52:59.851625	70.000
2026-01-13 13:52:59.914162	91.000
2026-01-13 13:52:59.974584	58.000
2026-01-13 13:53:00.042269	54.000
2026-01-13 13:53:00.101248	41.000
2026-01-13 13:53:00.167100	9.000
2026-01-13 13:53:00.229947	16.000
2026-01-13 13:53:00.290425	6.000
2026-01-13 13:53:00.350182	7.000
2026-01-13 13:53:00.411993	68.000
2026-01-13 13:53:00.473569	37.000
2026-01-13 13:53:00.544782	99.000
2026-01-13 13:53:00.606057	3.000
2026-01-13 13:53:00.706167	61.000
2026-01-13 13:53:00.727593	57.000
2026-01-13 13:53:00.801239	40.000
2026-01-13 13:53:00.853171	62.000
2026-01-13 13:53:00.912921	79.000
2026-01-13 13:53:00.983348	8.000
2026-01-13 13:53:01.040947	59.000
2026-01-13 13:53:01.098899	68.000
2026-01-13 13:53:01.171119	1.000
2026-01-13 13:53:01.233092	13.000
2026-01-13 13:53:01.294891	99.000
2026-01-13 13:53:01.357767	7.000
2026-01-13 13:53:01.414272	91.000
2026-01-13 13:53:01.480546	44.000
2026-01-13 13:53:01.540851	33.000
2026-01-13 13:53:01.602914	31.000
2026-01-13 13:53:01.664113	88.000
2026-01-13 13:53:01.725848	55.000
2026-01-13 13:53:01.787280	58.000
2026-01-13 13:53:01.849202	94.000
2026-01-13 13:53:01.921124	22.000
2026-01-13 13:53:01.982022	66.000
2026-01-13 13:53:02.044875	94.000
2026-01-13 13:53:02.099760	15.000
2026-01-13 13:53:02.164080	90.000
2026-01-13 13:53:02.275397	64.000
2026-01-13 13:53:02.288561	82.000
2026-01-13 13:53:02.350763	50.000
2026-01-13 13:53:02.413879	96.000
2026-01-13 13:53:02.474621	27.000
2026-01-13 13:53:02.536631	72.000
2026-01-13 13:53:02.599778	29.000
2026-01-13 13:53:02.661550	39.000
2026-01-13 13:53:02.724323	41.000
2026-01-13 13:53:02.795636	13.000
2026-01-13 13:53:02.857649	80.000
2026-01-13 13:53:02.920168	69.000
2026-01-13 13:53:02.981232	39.000
2026-01-13 13:53:03.048554	99.000
2026-01-13 13:53:03.105653	8.000
2026-01-13 13:53:03.168274	8.000
2026-01-13 13:53:03.231092	51.000
2026-01-13 13:53:03.293418	83.000
2026-01-13 13:53:03.354951	50.000
2026-01-13 13:53:03.417164	6.000
2026-01-13 13:53:03.478363	21.000
2026-01-13 13:53:03.540204	6.000
2026-01-13 13:53:03.603173	11.000
2026-01-13 13:53:03.664960	39.000
2026-01-13 13:53:03.726901	28.000
2026-01-13 13:53:03.787606	50.000
2026-01-13 13:53:03.859042	87.000
2026-01-13 13:53:03.921102	36.000
