Czas	Masa[g]
2026-01-13 13:02:43.360249	27.000
2026-01-13 13:02:43.387688	95.000
2026-01-13 13:02:43.458974	11.000
2026-01-13 13:02:43.520986	99.000
2026-01-13 13:02:43.597565	88.000
2026-01-13 13:02:43.651979	50.000
2026-01-13 13:02:43.709002	3.000
2026-01-13 13:02:43.781184	11.000
2026-01-13 13:02:43.840239	15.000
2026-01-13 13:02:43.897085	87.000
2026-01-13 13:02:43.961056	35.000
2026-01-13 13:02:44.031113	26.000
2026-01-13 13:02:44.085310	93.000
2026-01-13 13:02:44.149986	30.000
2026-01-13 13:02:44.213739	23.000
2026-01-13 13:02:44.275674	64.000
2026-01-13 13:02:44.343027	74.000
2026-01-13 13:02:44.405105	59.000
2026-01-13 13:02:44.464097	72.000
2026-01-13 13:02:44.527424	87.000
2026-01-13 13:02:44.588859	77.000
2026-01-13 13:02:44.647386	99.000
2026-01-13 13:02:44.714683	35.000
2026-01-13 13:02:44.775057	27.000
2026-01-13 13:02:44.843394	34.000
2026-01-13 13:02:44.902842	67.000
2026-01-13 13:02:44.966178	87.000
2026-01-13 13:02:45.024764	15.000
2026-01-13 13:02:45.091350	62.000
2026-01-13 13:02:45.145874	23.000
2026-01-13 13:02:45.226491	40.000
2026-01-13 13:02:45.296177	96.000
2026-01-13 13:02:45.354697	81.000
2026-01-13 13:02:45.414511	30.000
2026-01-13 13:02:45.490836	74.000
2026-01-13 13:02:45.568224	34.000
2026-01-13 13:02:45.636523	77.000
2026-01-13 13:02:45.694751	69.000
2026-01-13 13:02:45.762400	30.000
2026-01-13 13:02:45.826992	31.000
2026-01-13 13:02:45.881388	73.000
2026-01-13 13:02:45.944310	67.000
2026-01-13 13:02:46.006963	44.000
2026-01-13 13:02:46.067769	86.000
2026-01-13 13:02:46.189038	45.000
2026-01-13 13:02:46.194361	88.000
2026-01-13 13:02:46.263082	67.000
2026-01-13 13:02:46.322585	56.000
2026-01-13 13:02:46.382377	33.000
2026-01-13 13:02:46.442869	80.000
2026-01-13 13:02:46.512557	50.000
2026-01-13 13:02:46.572383	28.000
2026-01-13 13:02:46.632705	59.000
2026-01-13 13:02:46.693070	35.000
2026-01-13 13:02:46.759452	74.000
2026-01-13 13:02:46.820726	52.000
2026-01-13 13:02:46.886439	45.000
2026-01-13 13:02:46.943052	75.000
2026-01-13 13:02:47.008780	24.000
2026-01-13 13:02:47.070805	48.000
2026-01-13 13:02:47.132509	73.000
2026-01-13 13:02:47.192488	58.000
2026-01-13 13:02:47.256830	53.000
2026-01-13 13:02:47.319066	60.000
2026-01-13 13:02:47.381049	24.000
2026-01-13 13:02:47.457573	70.000
2026-01-13 13:02:47.512905	82.000
2026-01-13 13:02:47.572167	25.000
2026-01-13 13:02:47.642113	65.000
2026-01-13 13:02:47.697791	29.000
2026-01-13 13:02:47.759103	58.000
2026-01-13 13:02:47.825274	35.000
2026-01-13 13:02:47.884644	40.000
2026-01-13 13:02:47.948562	19.000
2026-01-13 13:02:48.011046	7.000
2026-01-13 13:02:48.070762	50.000
2026-01-13 13:02:48.131515	79.000
2026-01-13 13:02:48.194449	25.000
2026-01-13 13:02:48.256390	13.000
2026-01-13 13:02:48.325489	90.000
2026-01-13 13:02:48.387685	69.000
2026-01-13 13:02:48.447606	68.000
2026-01-13 13:02:48.513001	22.000
2026-01-13 13:02:48.572891	92.000
2026-01-13 13:02:48.632892	19.000
2026-01-13 13:02:48.692684	18.000
2026-01-13 13:02:48.762784	74.000
2026-01-13 13:02:48.822791	12.000
2026-01-13 13:02:48.882785	16.000
2026-01-13 13:02:48.952809	79.000
2026-01-13 13:02:49.013776	41.000
2026-01-13 13:02:49.072539	78.000
2026-01-13 13:02:49.224170	72.000
2026-01-13 13:02:49.262631	6.000
2026-01-13 13:02:49.322305	23.000
2026-01-13 13:02:49.384448	97.000
2026-01-13 13:02:49.442562	88.000
2026-01-13 13:02:49.510626	98.000
2026-01-13 13:02:49.571307	22.000
2026-01-13 13:02:49.632739	93.000
2026-01-13 13:02:49.697474	16.000
2026-01-13 13:02:49.761276	86.000
2026-01-13 13:02:49.826607	95.000
2026-01-13 13:02:49.889763	37.000
2026-01-13 13:02:49.947619	26.000
2026-01-13 13:02:50.007998	50.000
2026-01-13 13:02:50.069315	40.000
2026-01-13 13:02:50.135993	67.000
2026-01-13 13:02:50.197952	83.000
2026-01-13 13:02:50.258058	56.000
2026-01-13 13:02:50.319933	81.000
2026-01-13 13:02:50.380664	99.000
2026-01-13 13:02:50.442707	33.000
2026-01-13 13:02:50.512672	40.000
2026-01-13 13:02:50.582949	78.000
2026-01-13 13:02:50.633483	90.000
2026-01-13 13:02:50.707587	83.000
2026-01-13 13:02:50.772265	72.000
2026-01-13 13:02:50.842613	36.000
2026-01-13 13:02:50.905579	96.000
2026-01-13 13:02:50.967596	74.000
2026-01-13 13:02:51.024645	10.000
